Variable	Commentaire	Date de départ	Heure de départ	Valeur
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:11:47,185	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:11:47,305	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:11:47,305	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:11:47,607	VRAI
gliss2	Présence d’un 6packs sur la butée de la glissière externe.	04/06/2021	17:11:47,730	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:11:47,730	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:11:47,730	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:11:47,730	FAUX
fermee	Pince fermée.	04/06/2021	17:11:47,855	FAUX
ouvert	Pince ouverte.	04/06/2021	17:11:47,948	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:11:47,948	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:11:47,948	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:11:47,948	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:11:47,948	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:11:48,407	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:11:48,531	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:11:48,905	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:11:48,905	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:11:48,905	FAUX
BLOQEXT	Sortir la butée de la glissière externe	04/06/2021	17:11:48,905	FAUX
but_ext	butée de la glisssière externe sortie	04/06/2021	17:11:49,031	FAUX
gliss2	Présence d’un 6packs sur la butée de la glissière externe.	04/06/2021	17:11:49,798	FAUX
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:11:49,798	VRAI
gliss_ext	Glissière externe pleine	04/06/2021	17:11:49,982	VRAI
x_ext	Pince en position glissière externe sur l’axe X.	04/06/2021	17:11:50,197	FAUX
gliss_ext	Glissière externe pleine	04/06/2021	17:11:50,507	FAUX
x_conv	Pince en position convoyeur d’approvisionnement sur l’axe X.	04/06/2021	17:11:52,498	VRAI
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:11:52,498	FAUX
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:11:52,802	VRAI
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:11:52,802	VRAI
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:11:54,098	FAUX
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:12:00,801	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:01,297	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:01,297	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:01,297	VRAI
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:12:01,297	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:12:01,423	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:01,423	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:12:01,790	VRAI
FERMER	Fermer la pince	04/06/2021	17:12:01,790	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:01,790	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:01,790	FAUX
fermee	Pince fermée.	04/06/2021	17:12:01,914	VRAI
ouvert	Pince ouverte.	04/06/2021	17:12:01,914	FAUX
FERMER	Fermer la pince	04/06/2021	17:12:01,914	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:01,914	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:01,914	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:01,914	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:02,407	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:12:02,530	FAUX
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:12:02,651	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:12:02,900	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:02,900	FAUX
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:12:02,900	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:02,900	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:12:03,085	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:12:03,885	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:12:03,885	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:03,885	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:03,885	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:12:03,885	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:03,885	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:04,006	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:12:04,309	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:12:04,433	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:04,433	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:04,433	FAUX
fermee	Pince fermée.	04/06/2021	17:12:04,556	FAUX
ouvert	Pince ouverte.	04/06/2021	17:12:04,556	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:12:04,556	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:04,556	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:04,556	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:04,556	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:04,989	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:12:05,109	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:05,503	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:12:05,626	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:05,626	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:12:05,626	VRAI
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:12:05,748	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:12:06,689	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:12:06,689	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:12:06,689	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:12:06,812	FAUX
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:12:07,095	VRAI
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:12:07,584	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:07,584	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:07,584	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:12:07,584	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:07,584	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:12:07,706	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:07,706	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:12:07,982	VRAI
FERMER	Fermer la pince	04/06/2021	17:12:08,106	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:08,106	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:08,106	FAUX
fermee	Pince fermée.	04/06/2021	17:12:08,228	VRAI
ouvert	Pince ouverte.	04/06/2021	17:12:08,228	FAUX
FERMER	Fermer la pince	04/06/2021	17:12:08,228	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:08,228	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:08,228	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:08,228	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:08,687	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:12:08,808	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:09,183	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:12:09,306	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:09,306	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:12:09,306	VRAI
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:12:09,488	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:12:10,499	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:12:10,499	FAUX
BLOQEXT	Sortir la butée de la glissière externe	04/06/2021	17:12:10,499	VRAI
but_ext	butée de la glisssière externe sortie	04/06/2021	17:12:10,621	VRAI
XGLISS	Mvt vers les glissières  (axe X)	04/06/2021	17:12:10,621	VRAI
x_conv	Pince en position convoyeur d’approvisionnement sur l’axe X.	04/06/2021	17:12:10,894	FAUX
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:12:11,999	VRAI
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:12:12,124	FAUX
x_ext	Pince en position glissière externe sur l’axe X.	04/06/2021	17:12:13,404	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:13,404	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:13,404	VRAI
XGLISS	Mvt vers les glissières  (axe X)	04/06/2021	17:12:13,404	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:13,404	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:12:13,526	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:13,650	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:12:13,894	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:12:13,894	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:13,894	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:13,894	FAUX
fermee	Pince fermée.	04/06/2021	17:12:14,081	FAUX
ouvert	Pince ouverte.	04/06/2021	17:12:14,081	VRAI
gliss2	Présence d’un 6packs sur la butée de la glissière externe.	04/06/2021	17:12:14,081	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:12:14,081	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:14,081	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:14,081	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:14,081	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:14,600	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:12:14,727	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:12:15,096	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:15,096	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:15,096	FAUX
BLOQEXT	Sortir la butée de la glissière externe	04/06/2021	17:12:15,096	FAUX
but_ext	butée de la glisssière externe sortie	04/06/2021	17:12:15,216	FAUX
gliss2	Présence d’un 6packs sur la butée de la glissière externe.	04/06/2021	17:12:16,084	FAUX
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:12:16,084	VRAI
gliss_ext	Glissière externe pleine	04/06/2021	17:12:16,299	VRAI
x_ext	Pince en position glissière externe sur l’axe X.	04/06/2021	17:12:16,486	FAUX
gliss_ext	Glissière externe pleine	04/06/2021	17:12:16,792	FAUX
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:12:17,500	VRAI
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:12:17,622	FAUX
x_conv	Pince en position convoyeur d’approvisionnement sur l’axe X.	04/06/2021	17:12:18,793	VRAI
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:12:18,793	FAUX
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:12:18,793	VRAI
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:12:19,494	FAUX
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:12:26,193	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:26,682	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:26,682	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:26,682	VRAI
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:12:26,682	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:12:26,802	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:26,802	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:12:27,200	VRAI
FERMER	Fermer la pince	04/06/2021	17:12:27,200	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:27,200	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:27,200	FAUX
fermee	Pince fermée.	04/06/2021	17:12:27,322	VRAI
ouvert	Pince ouverte.	04/06/2021	17:12:27,322	FAUX
FERMER	Fermer la pince	04/06/2021	17:12:27,322	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:27,322	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:27,322	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:27,322	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:27,784	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:12:27,906	FAUX
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:12:28,031	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:28,280	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:12:28,401	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:28,401	FAUX
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:12:28,401	VRAI
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:12:28,526	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:12:29,288	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:29,288	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:29,288	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:12:29,288	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:29,288	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:12:29,413	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:29,413	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:12:29,780	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:12:29,780	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:29,780	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:29,780	FAUX
fermee	Pince fermée.	04/06/2021	17:12:29,902	FAUX
ouvert	Pince ouverte.	04/06/2021	17:12:29,902	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:12:29,902	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:29,902	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:29,902	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:29,902	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:30,400	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:12:30,521	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:30,890	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:12:31,012	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:31,012	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:12:31,012	VRAI
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:12:31,136	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:12:32,087	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:12:32,087	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:12:32,087	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:12:32,211	FAUX
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:12:32,980	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:32,980	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:32,980	VRAI
YCONV	Mvt vers le convoyeur central (axe Y)	04/06/2021	17:12:32,980	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:32,980	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:12:33,103	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:33,103	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:12:33,508	VRAI
FERMER	Fermer la pince	04/06/2021	17:12:33,508	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:33,508	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:33,508	FAUX
fermee	Pince fermée.	04/06/2021	17:12:33,631	VRAI
ouvert	Pince ouverte.	04/06/2021	17:12:33,631	FAUX
FERMER	Fermer la pince	04/06/2021	17:12:33,631	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:33,631	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:33,631	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:33,631	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:34,092	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:12:34,218	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:34,586	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:12:34,706	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:34,706	FAUX
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:12:34,706	VRAI
y_conv	Pince en position convoyeur central sur l’axe Y.	04/06/2021	17:12:34,890	FAUX
y_sta	Pince en position station import/export sur l’axe Y.	04/06/2021	17:12:35,903	VRAI
YSTA	Mvt vers la station d’import/export (axe Y)	04/06/2021	17:12:35,903	FAUX
BLOQEXT	Sortir la butée de la glissière externe	04/06/2021	17:12:35,903	VRAI
but_ext	butée de la glisssière externe sortie	04/06/2021	17:12:36,025	VRAI
XGLISS	Mvt vers les glissières  (axe X)	04/06/2021	17:12:36,025	VRAI
x_conv	Pince en position convoyeur d’approvisionnement sur l’axe X.	04/06/2021	17:12:36,299	FAUX
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:12:37,407	VRAI
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:12:37,529	FAUX
x_ext	Pince en position glissière externe sur l’axe X.	04/06/2021	17:12:38,881	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:38,881	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:38,881	VRAI
XGLISS	Mvt vers les glissières  (axe X)	04/06/2021	17:12:38,881	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:38,881	VRAI
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:12:39,008	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:39,008	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:12:39,286	VRAI
gliss2	Présence d’un 6packs sur la butée de la glissière externe.	04/06/2021	17:12:39,414	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:12:39,414	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:39,414	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:39,414	FAUX
fermee	Pince fermée.	04/06/2021	17:12:39,537	FAUX
ouvert	Pince ouverte.	04/06/2021	17:12:39,537	VRAI
OUVRIR	Ouvrir la pince	04/06/2021	17:12:39,537	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:39,537	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:39,537	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:39,537	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:40,006	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:12:40,132	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:12:40,503	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:40,503	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:40,503	FAUX
BLOQEXT	Sortir la butée de la glissière externe	04/06/2021	17:12:40,503	FAUX
but_ext	butée de la glisssière externe sortie	04/06/2021	17:12:40,625	FAUX
gliss2	Présence d’un 6packs sur la butée de la glissière externe.	04/06/2021	17:12:41,487	FAUX
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:12:41,487	VRAI
gliss_ext	Glissière externe pleine	04/06/2021	17:12:41,704	VRAI
x_ext	Pince en position glissière externe sur l’axe X.	04/06/2021	17:12:41,825	FAUX
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:12:41,825	VRAI
gliss_ext	Glissière externe pleine	04/06/2021	17:12:42,196	FAUX
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:12:42,903	VRAI
x_inter	Pince en position glissière intermédiaire sur l’axe X.	04/06/2021	17:12:43,026	FAUX
x_conv	Pince en position convoyeur d’approvisionnement sur l’axe X.	04/06/2021	17:12:44,189	VRAI
XCONV	Mvt vers le convoyeur d’approvisionnement (axe X)	04/06/2021	17:12:44,189	FAUX
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:12:44,189	VRAI
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:12:44,795	FAUX
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:12:50,784	VRAI
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:12:51,489	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:52,008	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:52,008	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:52,008	VRAI
CONVIE	Rotation du convoyeur d'approvisionnement	04/06/2021	17:12:52,008	FAUX
z_haut	Pince en position haute sur l'axe Z	04/06/2021	17:12:52,130	FAUX
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:12:52,130	FAUX
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:52,130	FAUX
conv_debut	présence d'un 6packs au début du convoyeur d'approvisionnement	04/06/2021	17:12:52,283	VRAI
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:12:52,406	VRAI
FERMER	Fermer la pince	04/06/2021	17:12:52,531	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:52,531	FAUX
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:52,531	FAUX
fermee	Pince fermée.	04/06/2021	17:12:52,652	VRAI
ouvert	Pince ouverte.	04/06/2021	17:12:52,652	FAUX
FERMER	Fermer la pince	04/06/2021	17:12:52,652	FAUX
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:52,652	VRAI
ZMONT	Monter la pince (axe Z)	04/06/2021	17:12:52,652	VRAI
ZFREIN	Déverrouiller le frein vertical (axe Z)	04/06/2021	17:12:52,652	VRAI
ZDESC	Descendre la pince (axe Z)	04/06/2021	17:12:53,109	FAUX
z_bas	Pince en position basse sur l'axe Z	04/06/2021	17:12:53,230	FAUX
conv_fin	présence d'un 6packs à la fin du convyeur d'approvisionnement	04/06/2021	17:12:53,351	FAUX
